IMATINIB	interaction-IMATINIB-ABCC4	ABCC4	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-LYN	LYN	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-PDGFRB	PDGFRB	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-PDGFRA	PDGFRA	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-UGT2A1	UGT2A1	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-BRAF	BRAF	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-RUNDC3B	RUNDC3B	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-CLK4	CLK4	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-MAPK10	MAPK10	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-ABI1	ABI1	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-NF2	NF2	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-NF1	NF1	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-ULK3	ULK3	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-ABCG2	ABCG2	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-ALK	ALK	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-FRK	FRK	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-ABCB4	ABCB4	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-DDR1	DDR1	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-RET	RET	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-ABCB1	ABCB1	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-CSF3R	CSF3R	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-CYP3A4	CYP3A4	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-CYP3A5	CYP3A5	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-EGFR	EGFR	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-ATIC	ATIC	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-BCL2L11	BCL2L11	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-IRAK1	IRAK1	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-MYC	MYC	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-PRKCH	PRKCH	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-SMAD3	SMAD3	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-YES1	YES1	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-ABCA3	ABCA3	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-NQO2	NQO2	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-NTRK1	NTRK1	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-EYA2	EYA2	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-ARID5B	ARID5B	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-BCR	BCR	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-LCK	LCK	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-KIT	KIT	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-SLCO1A2	SLCO1A2	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-BIRC5	BIRC5	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-TAOK1	TAOK1	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-KRAS	KRAS	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-CD40LG	CD40LG	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-CSF1R	CSF1R	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-CD274	CD274	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-FLT3	FLT3	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-CTNNB1	CTNNB1	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-PDGFB	PDGFB	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-PTEN	PTEN	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-IKZF1	IKZF1	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-SLC2A4	SLC2A4	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-GSTT1	GSTT1	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-RCSD1	RCSD1	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-CYP2B6	CYP2B6	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-FIP1L1	FIP1L1	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-ABL2	ABL2	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-ABL1	ABL1	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-SFN	SFN	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-CYP2F1	CYP2F1	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-SLC19A1	SLC19A1	DrugToGeneAssociation
IMATINIB	interaction-IMATINIB-JAK2	JAK2	DrugToGeneAssociation
PLATINUM	interaction-PLATINUM-ABCB1	ABCB1	DrugToGeneAssociation
PLATINUM	interaction-PLATINUM-CD74	CD74	DrugToGeneAssociation
PLATINUM	interaction-PLATINUM-XRCC5	XRCC5	DrugToGeneAssociation
PLATINUM	interaction-PLATINUM-GSTP1	GSTP1	DrugToGeneAssociation
PLATINUM	interaction-PLATINUM-SLC2A1	SLC2A1	DrugToGeneAssociation
PLATINUM	interaction-PLATINUM-XRCC1	XRCC1	DrugToGeneAssociation
PLATINUM	interaction-PLATINUM-HNF1B	HNF1B	DrugToGeneAssociation
PLATINUM	interaction-PLATINUM-TYMS	TYMS	DrugToGeneAssociation
PLATINUM	interaction-PLATINUM-TYMSOS	TYMSOS	DrugToGeneAssociation
PLATINUM	interaction-PLATINUM-KLC3	KLC3	DrugToGeneAssociation
PLATINUM	interaction-PLATINUM-MAPK8	MAPK8	DrugToGeneAssociation
PLATINUM	interaction-PLATINUM-ERCC5	ERCC5	DrugToGeneAssociation
PLATINUM	interaction-PLATINUM-ERCC2	ERCC2	DrugToGeneAssociation
PLATINUM	interaction-PLATINUM-STMN1	STMN1	DrugToGeneAssociation
PLATINUM	interaction-PLATINUM-DDIT3	DDIT3	DrugToGeneAssociation
PLATINUM	interaction-PLATINUM-RICTOR	RICTOR	DrugToGeneAssociation
PLATINUM	interaction-PLATINUM-ATP7B	ATP7B	DrugToGeneAssociation
PLATINUM	interaction-PLATINUM-ATP7A	ATP7A	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-MAP3K1	MAP3K1	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-RARS1	RARS1	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-UBE2I	UBE2I	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-G6PD	G6PD	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-RECQL	RECQL	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-MSH2	MSH2	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-SMARCA4	SMARCA4	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-ASS1	ASS1	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-MYCN	MYCN	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-FAS	FAS	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-MTHFD1	MTHFD1	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-BAX	BAX	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-MT1H	MT1H	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-CDK12	CDK12	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-MPHOSPH8	MPHOSPH8	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-TP53	TP53	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-MT1F	MT1F	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-RAF1	RAF1	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-RB1	RB1	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-GALNT14	GALNT14	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-ADH1C	ADH1C	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-HPGD	HPGD	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-AQP9	AQP9	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-GALNT18	GALNT18	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-AURKA	AURKA	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-EGFR	EGFR	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-TYMS	TYMS	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-NRAS	NRAS	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-CHEK1	CHEK1	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-CCND1	CCND1	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-E2F1	E2F1	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-MYC	MYC	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-NHLH1	NHLH1	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-ACSS2	ACSS2	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-IDH1	IDH1	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-SEMA6A	SEMA6A	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-WFS1	WFS1	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-XRCC5	XRCC5	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-ACTL6A	ACTL6A	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-GADD45A	GADD45A	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-XRCC3	XRCC3	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-XRCC1	XRCC1	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-FANCA	FANCA	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-CYBA	CYBA	DrugToGeneAssociation
CISPLATIN	interaction-CISPLATIN-FANCC	FANCC	DrugToGeneAssociation
