HP:0012443	phenotype_disease_1000000	"hpo"	"SUCLG1"	OMIM:245400	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000001	"hpo"	"NDUFB8"	OMIM:618252	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000002	"hpo"	"ATN1"	OMIM:618494	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000003	"hpo"	"NEUROD2"	OMIM:618374	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000004	"hpo"	"ATAD1"	OMIM:618011	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000005	"hpo"	"MTR"	OMIM:250940	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000006	"hpo"	"HSD17B10"	ORPHA:391428	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000007	"hpo"	"AP3D1"	OMIM:617050	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000008	"hpo"	"LHX1"	ORPHA:261265	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000009	"hpo"	"HNF1B"	ORPHA:261265	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000010	"hpo"	"CCDC47"	OMIM:618268	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000011	"hpo"	"GAD1"	OMIM:619124	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000012	"hpo"	"YIF1B"	OMIM:619125	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000013	"hpo"	"GM2A"	ORPHA:309246	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000014	"hpo"	"GM2A"	OMIM:272750	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000015	"hpo"	"ALG11"	ORPHA:280071	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000016	"hpo"	"RAB23"	OMIM:201000	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000017	"hpo"	"TPP1"	OMIM:204500	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000018	"hpo"	"GBA2"	ORPHA:320391	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000019	"hpo"	"GBA2"	OMIM:614409	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000020	"hpo"	"GBA2"	ORPHA:352641	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000021	"hpo"	"SOX10"	OMIM:609136	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000022	"hpo"	"PQBP1"	OMIM:309500	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000023	"hpo"	"GLE1"	OMIM:611890	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000024	"hpo"	"PIGL"	OMIM:280000	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000025	"hpo"	"DHFR"	OMIM:613839	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000026	"hpo"	"ADPRS"	OMIM:618170	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000027	"hpo"	"ADSL"	OMIM:103050	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000028	"hpo"	"ALG14"	OMIM:619036	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000029	"hpo"	"MECR"	ORPHA:508093	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000030	"hpo"	"SLC35B2"	OMIM:620269	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000031	"hpo"	"SLC12A5"	ORPHA:293181	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000032	"hpo"	"SLC12A5"	OMIM:616645	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000033	"hpo"	"PLCB1"	ORPHA:293181	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000034	"hpo"	"TARS2"	OMIM:615918	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000035	"hpo"	"AP1B1"	OMIM:242150	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000036	"hpo"	"MED27"	OMIM:619286	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000037	"hpo"	"RNF216"	OMIM:212840	PhenotypicFeatureToDiseaseAssociation
HP:0012443	phenotype_disease_1000038	"hpo"	"BSCL2"	OMIM:615924	PhenotypicFeatureToDiseaseAssociation
