GO:0044208	"De Novo AMP Biosynthetic Process"	"GO:0044208"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0051084	"De Novo Post-Translational Protein Folding"	"GO:0051084"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0006103	"2-Oxoglutarate Metabolic Process"	"GO:0006103"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0061158	"3-UTR-mediated mRNA Destabilization"	"GO:0061158"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0070935	"3-UTR-mediated mRNA Stabilization"	"GO:0070935"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0050427	"3-Phosphoadenosine 5-Phosphosulfate Metabolic Process"	"GO:0050427"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0042791	"5S Class rRNA Transcription By RNA Polymerase III"	"GO:0042791"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0009452	"7-Methylguanosine RNA Capping"	"GO:0009452"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0036261	"7-Methylguanosine Cap Hypermethylation"	"GO:0036261"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0006370	"7-Methylguanosine mRNA Capping"	"GO:0006370"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0015866	"ADP Transport"	"GO:0015866"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0006167	"AMP Biosynthetic Process"	"GO:0006167"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0046033	"AMP Metabolic Process"	"GO:0046033"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0036500	"ATF6-mediated Unfolded Protein Response"	"GO:0036500"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0006754	"ATP Biosynthetic Process"	"GO:0006754"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0046034	"ATP Metabolic Process"	"GO:0046034"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0042773	"ATP Synthesis Coupled Electron Transport"	"GO:0042773"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0015867	"ATP Transport"	"GO:0015867"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0086016	"AV Node Cell Action Potential"	"GO:0086016"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0086067	"AV Node Cell To Bundle Of His Cell Communication"	"GO:0086067"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0034314	"Arp2/3 Complex-Mediated Actin Nucleation"	"GO:0034314"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0042113	"B Cell Activation"	"GO:0042113"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0002312	"B Cell Activation Involved In Immune Response"	"GO:0002312"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0035754	"B Cell Chemotaxis"	"GO:0035754"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0030183	"B Cell Differentiation"	"GO:0030183"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0001782	"B Cell Homeostasis"	"GO:0001782"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0019724	"B Cell Mediated Immunity"	"GO:0019724"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0042100	"B Cell Proliferation"	"GO:0042100"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0050853	"B Cell Receptor Signaling Pathway"	"GO:0050853"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0030509	"BMP Signaling Pathway"	"GO:0030509"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0018410	"C-terminal Protein Amino Acid Modification"	"GO:0018410"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0035609	"C-terminal Protein Deglutamylation"	"GO:0035609"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0006501	"C-terminal Protein Lipidation"	"GO:0006501"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0015740	"C4-dicarboxylate Transport"	"GO:0015740"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0035710	"CD4-positive, Alpha-Beta T Cell Activation"	"GO:0035710"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0023035	"CD40 Signaling Pathway"	"GO:0023035"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
GO:0034080	"CENP-A Containing Chromatin Assembly"	"GO:0034080"	"biological_process_id"	"BiologicalEntity|BiologicalProcess|BiologicalProcessOrActivity|Entity|NamedThing"
